index,cross_entropy,hyper_params
183,0.4426659809,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.06470136264395283, 'max_depth': -1, 'min_child_samples': 100, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 51, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9616326530612245, 'reg_lambda': 0.19999999999999998, 'silent': 'warn', 'subsample': 0.9681818181818183, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
347,0.4427141382,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.17895357705974904, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 58, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.11755102040816326, 'reg_lambda': 0.24, 'silent': 'warn', 'subsample': 0.8909090909090909, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': True}"
997,0.4427344558,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.05276330408234498, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 136, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.4628571428571428, 'reg_lambda': 0.34, 'silent': 'warn', 'subsample': 0.8863636363636365, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
10,0.4427886328,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.16281351278751158, 'max_depth': -1, 'min_child_samples': 55, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 107, 'objective': None, 'random_state': 20231231, 'reg_alpha': 1.0, 'reg_lambda': 0.6, 'silent': 'warn', 'subsample': 0.8590909090909091, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': False}"
820,0.442818793,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.06502404017277058, 'max_depth': -1, 'min_child_samples': 150, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 70, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.15591836734693876, 'reg_lambda': 0.5800000000000001, 'silent': 'warn', 'subsample': 0.7636363636363637, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': True}"
329,0.4428457808,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.05070465119557917, 'max_depth': -1, 'min_child_samples': 140, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 48, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.68, 'silent': 'warn', 'subsample': 0.8454545454545455, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': True}"
975,0.4428706059,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.06019852407402735, 'max_depth': -1, 'min_child_samples': 190, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 89, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.06, 'reg_lambda': 0.9600000000000001, 'silent': 'warn', 'subsample': 0.6090909090909091, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': True}"
478,0.4429593997,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.05741969415007067, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 118, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8465306122448979, 'reg_lambda': 1.0, 'silent': 'warn', 'subsample': 0.7181818181818183, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
350,0.442996391,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.05871961892176096, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 138, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7506122448979591, 'reg_lambda': 0.74, 'silent': 'warn', 'subsample': 0.95, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': True}"
626,0.4430283224,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.0464770598550813, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 137, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6163265306122447, 'reg_lambda': 0.5, 'silent': 'warn', 'subsample': 0.8954545454545455, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
668,0.4430407775,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.22218929705657764, 'max_depth': -1, 'min_child_samples': 175, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 123, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8465306122448979, 'reg_lambda': 0.5800000000000001, 'silent': 'warn', 'subsample': 0.7772727272727273, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': True}"
980,0.4430579573,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.16732981200148617, 'max_depth': -1, 'min_child_samples': 105, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 117, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5204081632653061, 'reg_lambda': 0.8200000000000001, 'silent': 'warn', 'subsample': 0.8181818181818182, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
22,0.4430684459,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.148867889788261, 'max_depth': -1, 'min_child_samples': 55, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 44, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.04, 'silent': 'warn', 'subsample': 0.65, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
877,0.4430717427,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.13919831288430015, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 121, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.40530612244897957, 'reg_lambda': 0.12000000000000001, 'silent': 'warn', 'subsample': 0.8454545454545455, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': False}"
500,0.4430876753,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.05857374159381072, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 102, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2518367346938775, 'reg_lambda': 0.4, 'silent': 'warn', 'subsample': 0.9318181818181819, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
238,0.4430904069,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.04511027853105253, 'max_depth': -1, 'min_child_samples': 100, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 111, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2518367346938775, 'reg_lambda': 0.52, 'silent': 'warn', 'subsample': 0.5909090909090909, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': True}"
781,0.4431191167,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.038375894421558775, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 36, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5012244897959184, 'reg_lambda': 0.28, 'silent': 'warn', 'subsample': 0.8727272727272728, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': True}"
55,0.4431251416,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.14484988531198273, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 40, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.30938775510204075, 'reg_lambda': 0.02, 'silent': 'warn', 'subsample': 0.9545454545454546, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
753,0.4431278158,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.09949440702946552, 'max_depth': -1, 'min_child_samples': 205, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 41, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8848979591836734, 'reg_lambda': 0.28, 'silent': 'warn', 'subsample': 0.8954545454545455, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': True}"
437,0.4431278355,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.05020266283294088, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 109, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7314285714285713, 'reg_lambda': 0.9600000000000001, 'silent': 'warn', 'subsample': 0.9227272727272727, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
627,0.4431520595,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.03678697396948347, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 116, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 0.76, 'silent': 'warn', 'subsample': 0.7000000000000001, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
387,0.4431601519,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.14059018991280217, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 125, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.30000000000000004, 'silent': 'warn', 'subsample': 0.6363636363636365, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
843,0.4431607814,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.1466626281704015, 'max_depth': -1, 'min_child_samples': 50, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 45, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8465306122448979, 'reg_lambda': 0.34, 'silent': 'warn', 'subsample': 0.640909090909091, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
689,0.4431879985,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.039440406935565234, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 63, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.36693877551020404, 'reg_lambda': 0.64, 'silent': 'warn', 'subsample': 0.8772727272727273, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
250,0.4432002986,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.06470136264395283, 'max_depth': -1, 'min_child_samples': 90, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 35, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.19999999999999998, 'silent': 'warn', 'subsample': 0.7590909090909091, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
331,0.4432110209,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.21298974291857437, 'max_depth': -1, 'min_child_samples': 135, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 54, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9616326530612245, 'reg_lambda': 1.0, 'silent': 'warn', 'subsample': 0.6136363636363636, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
431,0.4432222592,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.044111634984021056, 'max_depth': -1, 'min_child_samples': 95, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 105, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.0983673469387755, 'reg_lambda': 0.04, 'silent': 'warn', 'subsample': 0.7318181818181819, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
799,0.4432245756,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.043027938576904165, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 76, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 0.54, 'silent': 'warn', 'subsample': 0.740909090909091, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': False}"
599,0.4432884655,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.06851086359015712, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 138, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.42000000000000004, 'silent': 'warn', 'subsample': 0.7954545454545455, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
374,0.4433087154,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.040736600767344096, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 107, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3477551020408163, 'reg_lambda': 0.88, 'silent': 'warn', 'subsample': 0.8136363636363637, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
333,0.4433593944,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.07200533446962099, 'max_depth': -1, 'min_child_samples': 150, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 141, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5779591836734692, 'reg_lambda': 0.22, 'silent': 'warn', 'subsample': 0.7000000000000001, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': True}"
830,0.4433925914,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.07567804462512828, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 40, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.26, 'silent': 'warn', 'subsample': 0.95, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
846,0.4434161049,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.09949440702946552, 'max_depth': -1, 'min_child_samples': 200, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 90, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7697959183673468, 'reg_lambda': 0.46, 'silent': 'warn', 'subsample': 0.65, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
454,0.4435014521,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.04511027853105253, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 113, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.11755102040816326, 'reg_lambda': 0.7200000000000001, 'silent': 'warn', 'subsample': 0.6045454545454546, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
220,0.4435075138,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.21246061185218962, 'max_depth': -1, 'min_child_samples': 180, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 99, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.923265306122449, 'reg_lambda': 0.9400000000000001, 'silent': 'warn', 'subsample': 0.7545454545454546, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': True}"
21,0.4435130349,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.06954101271380604, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 141, 'objective': None, 'random_state': 20231231, 'reg_alpha': 1.0, 'reg_lambda': 0.68, 'silent': 'warn', 'subsample': 0.8681818181818182, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
29,0.4435236737,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.06486250075192435, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 34, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9808163265306122, 'reg_lambda': 0.68, 'silent': 'warn', 'subsample': 0.6909090909090909, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': False}"
994,0.44354437,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.05237104009033834, 'max_depth': -1, 'min_child_samples': 175, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 88, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6355102040816325, 'reg_lambda': 0.13999999999999999, 'silent': 'warn', 'subsample': 0.8090909090909091, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
270,0.4435477424,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.05276330408234498, 'max_depth': -1, 'min_child_samples': 100, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 131, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.11755102040816326, 'reg_lambda': 0.32, 'silent': 'warn', 'subsample': 0.8500000000000001, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
840,0.4435688537,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.05901246440062762, 'max_depth': -1, 'min_child_samples': 75, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 28, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.597142857142857, 'reg_lambda': 0.4, 'silent': 'warn', 'subsample': 0.8636363636363636, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
144,0.4435730156,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.0651859819059573, 'max_depth': -1, 'min_child_samples': 200, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 79, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9616326530612245, 'reg_lambda': 0.68, 'silent': 'warn', 'subsample': 0.740909090909091, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
212,0.4435777934,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.2046795743888224, 'max_depth': -1, 'min_child_samples': 170, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 116, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.136734693877551, 'reg_lambda': 0.9400000000000001, 'silent': 'warn', 'subsample': 0.8318181818181818, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
875,0.4435921367,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.07953808534420734, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 42, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8848979591836734, 'reg_lambda': 0.74, 'silent': 'warn', 'subsample': 0.6227272727272728, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': True}"
